timestamp,delta,0-R1-Acc-x,0-R1-Acc-y,0-R1-Acc-z,0-R1-Gyr-x,0-R1-Gyr-y,0-R1-Gyr-z,0-R1-Mag-x,0-R1-Mag-y,0-R1-Mag-z,1:R2-Acc-x,1:R2-Acc-y,1:R2-Acc-z,1:R2-Gyr-x,1:R2-Gyr-y,1:R2-Gyr-z,1:R2-Mag-x,1:R2-Mag-y,1:R2-Mag-z,2:L1-Acc-x,2:L1-Acc-y,2:L1-Acc-z,2:L1-Gyr-x,2:L1-Gyr-y,2:L1-Gyr-z,2:L1-Mag-x,2:L1-Mag-y,2:L1-Mag-z,3:L2-Acc-x,3:L2-Acc-y,3:L2-Acc-z,3:L2-Gyr-x,3:L2-Gyr-y,3:L2-Gyr-z,3:L2-Mag-x,3:L2-Mag-y,3:L2-Mag-z,label
0.021045923233032227,0.021045923233032227,8.216899871826172,5.525817394256592,5.525817394256592,0.0031939526088535786,-0.07133160531520844,-0.07133160531520844,-16.5,15.4375,15.4375,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
0.04301786422729492,0.021971940994262695,8.370129585266113,5.506663799285889,5.506663799285889,-0.05855579674243927,-0.041521381586790085,-0.041521381586790085,-16.75,15.0,15.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
0.05678296089172363,0.013765096664428711,8.322244644165039,5.51624059677124,5.51624059677124,-0.06068509817123413,0.0074525559321045876,0.0074525559321045876,-16.5625,15.0,15.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
0.08003401756286621,0.023251056671142578,8.293514251708984,5.5545477867126465,5.5545477867126465,-0.06068509817123413,0.0351334773004055,0.0351334773004055,-16.6875,15.5,15.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
0.10187411308288574,0.02184009552001953,8.178592681884766,5.640739440917969,5.640739440917969,-0.041521381586790085,0.02342231757938862,0.02342231757938862,-17.0625,15.625,15.625,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
0.13022708892822266,0.028352975845336914,8.26478385925293,5.669469833374023,5.669469833374023,-0.008517206646502018,0.0351334773004055,0.0351334773004055,-17.0,16.0625,16.0625,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
0.14368987083435059,0.01346278190612793,8.40843677520752,5.65031623840332,5.65031623840332,-0.01171115878969431,0.05536184459924698,0.05536184459924698,-16.5,15.5625,15.5625,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
0.16404008865356445,0.020350217819213867,8.810662269592285,5.784391403198242,5.784391403198242,-0.13521066308021545,0.024486970156431198,0.024486970156431198,-16.75,15.0625,15.0625,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
0.1757659912109375,0.011725902557373047,8.848969459533691,5.880159378051758,5.880159378051758,-0.15330971777439117,-0.043650683015584946,-0.043650683015584946,-16.6875,15.0,15.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
0.19917511940002441,0.023409128189086914,8.868123054504395,5.9088897705078125,5.9088897705078125,-0.13414600491523743,-0.04684463515877724,-0.04684463515877724,-17.1875,15.125,15.125,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
0.2233278751373291,0.024152755737304688,9.41400146484375,6.205770969390869,6.205770969390869,-0.1330813616514206,0.11178833991289139,0.11178833991289139,-16.75,15.3125,15.3125,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
0.2337040901184082,0.010376214981079102,10.505757331848145,6.560112476348877,6.560112476348877,-0.13414600491523743,0.17034412920475006,0.17034412920475006,-16.6875,15.375,15.375,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
0.26134300231933594,0.027638912200927734,11.080365180969238,6.588842868804932,6.588842868804932,-0.12456414848566055,0.1852492392063141,0.1852492392063141,-16.5,14.6875,14.6875,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
0.2860100269317627,0.024667024612426758,12.564770698547363,6.560112476348877,6.560112476348877,-0.35878732800483704,0.5908812284469604,0.5908812284469604,-16.3125,14.125,14.125,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
0.295302152633667,0.009292125701904297,12.277466773986816,5.621585369110107,5.621585369110107,-0.813393235206604,1.490511178970337,1.490511178970337,-17.125,13.9375,13.9375,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
0.3188149929046631,0.023512840270996094,11.233593940734863,5.104437828063965,5.104437828063965,-1.0721033811569214,1.9845091104507446,1.9845091104507446,-18.125,13.375,13.375,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
0.34631800651550293,0.027503013610839844,9.787496566772461,4.797980308532715,4.797980308532715,-2.0994913578033447,3.182241439819336,3.182241439819336,-18.3125,11.6875,11.6875,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
