timestamp,delta,0-R1-Acc-x,0-R1-Gyr-y,0-R1-Mag-z,0-R1-Acc-x,0-R1-Gyr-y,0-R1-Mag-z,0-R1-Acc-x,0-R1-Gyr-y,0-R1-Mag-z,1:R2-Acc-x,1:R2-Gyr-y,1:R2-Mag-z,1:R2-Acc-x,1:R2-Gyr-y,1:R2-Mag-z,1:R2-Acc-x,1:R2-Gyr-y,1:R2-Mag-z,2:L1-Acc-x,2:L1-Gyr-y,2:L1-Mag-z,2:L1-Acc-x,2:L1-Gyr-y,2:L1-Mag-z,2:L1-Acc-x,2:L1-Gyr-y,2:L1-Mag-z,3:L2-Acc-x,3:L2-Gyr-y,3:L2-Mag-z,3:L2-Acc-x,3:L2-Gyr-y,3:L2-Mag-z,3:L2-Acc-x,3:L2-Gyr-y,3:L2-Mag-z,label
12.26115870475769,12.26115870475769,0.43095630407333374,8.226476669311523,8.226476669311523,0.0010646508308127522,-0.11817624419927597,-0.11817624419927597,12.0625,3.0,3.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
12.261417865753174,0.00025916099548339844,0.49799394607543945,8.14028549194336,8.14028549194336,0.02661627158522606,-0.19589576125144958,-0.19589576125144958,11.6875,3.375,3.375,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
12.261606931686401,0.00018906593322753906,0.5746083855628967,8.08282470703125,8.08282470703125,0.006387905217707157,-0.23315852880477905,-0.23315852880477905,11.5,3.3125,3.3125,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
12.261783599853516,0.0001766681671142578,0.9193734526634216,8.044517517089844,8.044517517089844,-0.11817624419927597,-0.2736152708530426,-0.2736152708530426,11.625,3.125,3.125,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
12.26192569732666,0.00014209747314453125,1.0247182846069336,7.996633529663086,7.996633529663086,-0.2736152708530426,-0.2842617630958557,-0.2842617630958557,11.8125,2.8125,2.8125,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
12.262092590332031,0.00016689300537109375,0.7374141216278076,7.948749542236328,7.948749542236328,-0.3534640669822693,-0.3119426965713501,-0.3119426965713501,11.1875,3.0625,3.0625,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
12.274783849716187,0.012691259384155273,0.15322890877723694,7.671022415161133,7.671022415161133,-0.5557477474212646,-0.35985198616981506,-0.35985198616981506,11.3125,3.5,3.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
12.288925886154175,0.014142036437988281,1.015141487121582,7.51779317855835,7.51779317855835,-0.7952941656112671,-0.34920546412467957,-0.34920546412467957,11.25,3.875,3.875,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
12.312838792800903,0.023912906646728516,0.9289502501487732,7.747636795043945,7.747636795043945,-0.7952941656112671,-0.34920546412467957,-0.34920546412467957,11.3125,4.25,4.25,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
12.338711738586426,0.02587294578552246,-0.2777273952960968,7.814674377441406,7.814674377441406,-1.141305685043335,-0.20228366553783417,-0.20228366553783417,11.4375,4.5,4.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
